,lat,lng,district_name,group,metric,gp_ratio,ch_ratio,gp_num,ch_num
20136,50.8076802987575,-2.80674542456953,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20141,50.8054307483696,-2.90998064695328,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20150,50.7761865933272,-2.88155410986206,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20160,50.8436731049636,-2.85650093135636,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20174,50.7806856941029,-2.88154640942059,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20232,50.8301758026363,-2.9384450095959,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20238,50.8369244537999,-2.87788800730332,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20339,50.7896838956544,-2.89576451864284,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20360,50.8391740041878,-2.9028190321023,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20490,50.816678500309,-2.81383646289489,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20571,50.8324253530242,-2.79954007590358,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20586,50.7896838956544,-2.83527207550555,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20597,50.798682097206,-2.8530430750402,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20606,50.7896838956544,-2.87797262360246,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20636,50.8076802987575,-2.86370141747903,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20655,50.7761865933272,-2.88866881390029,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20664,50.7919334460423,-2.88152714967271,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20670,50.8459226553515,-2.88499719733601,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20678,50.8301758026363,-2.81379374430797,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20682,50.7806856941029,-2.92068104629117,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20727,50.8189280506969,-2.89928391016317,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20729,50.8189280506969,-2.82807177287281,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20732,50.8234271514726,-2.94200930561315,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20740,50.8256767018605,-2.83517471657198,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20766,50.8211776010848,-2.87791623807844,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20784,50.8301758026363,-2.83872399736556,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20792,50.8099298491454,-2.87793638739441,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20801,50.7806856941029,-2.91356565776925,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21046,50.8324253530242,-2.91351243942966,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21049,50.7919334460423,-2.81035614467759,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21053,50.8099298491454,-2.81741773083002,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21054,50.8234271514726,-2.88503410654673,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21107,50.7851847948787,-2.91711907290968,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21129,50.7829352444908,-2.8886582892887,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21137,50.8211776010848,-2.80670067023691,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21146,50.798682097206,-2.80321617754746,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21148,50.8054307483696,-2.90286149063067,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21153,50.8144289499211,-2.8992899124721,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21157,50.816678500309,-2.93489126509994,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21174,50.7716874925514,-2.84954871954329,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21179,50.8144289499211,-2.85300648209144,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21188,50.8076802987575,-2.8530221688085,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21228,50.8031811979817,-2.86015143684107,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21230,50.8211776010848,-2.89215935164674,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21233,50.7964325468181,-2.86372497831899,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21239,50.8144289499211,-2.93133228735103,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21267,50.8481722057393,-2.87786782692572,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21521,50.7694379421635,-2.83888359097071,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21522,50.8121793995332,-2.88505254339328,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21523,50.8279262522484,-2.89214931470836,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21524,50.8121793995332,-2.81741078752909,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21525,50.778436143715,-2.91356796804982,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21526,50.816678500309,-2.78179254466414,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21527,50.7829352444908,-2.8317324426518,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21528,50.834674903412,-2.87789204182449,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21529,50.798682097206,-2.83524775450708,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21530,50.8189280506969,-2.86723844838251,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21531,50.8369244537999,-2.87076404790001,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21532,50.8369244537999,-2.92419374342485,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21533,50.760439740612,-2.85668796181416,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21534,50.8414235545757,-2.88144225983818,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21535,50.7874343452666,-2.84239456938219,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21536,50.816678500309,-2.94201213581789,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21537,50.8481722057393,-2.89211918069023,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21538,50.8436731049636,-2.87075091087309,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
21539,50.7581901902241,-2.84602505259481,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22015,50.8391740041878,-2.82801385258784,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22076,50.8031811979817,-2.82099796217571,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22080,50.7694379421635,-2.8886793344635,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22088,50.8121793995332,-2.91709337511842,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22089,50.8009316475938,-2.82456396599852,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22102,50.8234271514726,-2.86010745695517,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22108,50.778436143715,-2.85309007485568,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22138,50.8459226553515,-2.82086919765173,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22139,50.8234271514726,-2.9384483556715,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22140,50.8054307483696,-2.78895498946885,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22146,50.8414235545757,-2.84938135165656,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22166,50.8009316475938,-2.88151173297772,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22167,50.7716874925514,-2.88511881819375,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22210,50.7964325468181,-2.82457715752969,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22214,50.8391740041878,-2.89213257788595,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22215,50.7649388413878,-2.84245188754447,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22217,50.7874343452666,-2.89220947841923,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22219,50.8076802987575,-2.87082091659272,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22250,50.798682097206,-2.83168869040045,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22274,50.8324253530242,-2.938443893951,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22362,50.8009316475938,-2.81388625968992,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22490,50.8256767018605,-2.91351938986341,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22584,50.8234271514726,-2.89927790631333,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22591,50.7581901902241,-2.84246906866566,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22592,50.816678500309,-2.86012212256152,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22609,50.8211776010848,-2.79245755666861,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22615,50.798682097206,-2.87083839557332,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22632,50.8144289499211,-2.78180120458272,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22633,50.7941829964302,-2.82458375202611,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22649,50.8324253530242,-2.82447153042491,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22658,50.8189280506969,-2.8067081316857,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22663,50.8099298491454,-2.88861615031753,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22667,50.7896838956544,-2.83883045451363,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22679,50.7829352444908,-2.92423694343677,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22698,50.8234271514726,-2.94913120549645,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22723,50.7739370429393,-2.84954333096217,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22728,50.8256767018605,-2.89571378229717,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22733,50.8279262522484,-2.80667828014359,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
22739,50.8076802987575,-2.86014166792218,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23009,50.7829352444908,-2.87442682762948,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23010,50.7896838956544,-2.81036342244902,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23011,50.7851847948787,-2.82461012155397,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23012,50.834674903412,-2.94200458618276,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23013,50.7761865933272,-2.85665264572822,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23014,50.7896838956544,-2.8423888335217,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23015,50.816678500309,-2.78891341538208,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23016,50.798682097206,-2.85660213914682,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23017,50.8076802987575,-2.88150016526325,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23018,50.7829352444908,-2.8851004238739,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23019,50.7716874925514,-2.82820666035301,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23020,50.816678500309,-2.86724299327947,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23021,50.7649388413878,-2.87446035873044,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23022,50.8189280506969,-2.88860208956961,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23023,50.7626892909999,-2.84957026695935,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23024,50.8324253530242,-2.8992658939889,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23025,50.7694379421635,-2.86378146271711,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23026,50.778436143715,-2.93135558369516,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23027,50.8054307483696,-2.89218275614675,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23028,50.8391740041878,-2.87788397226415,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23029,50.7739370429393,-2.90645822585998,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23463,50.7806856941029,-2.87798871515963,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23478,50.8391740041878,-2.81732739837149,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23533,50.8211776010848,-2.84230845415767,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23554,50.8481722057393,-2.81373673498542,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23559,50.8211776010848,-2.93132791395958,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23564,50.8391740041878,-2.80307879274969,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23571,50.816678500309,-2.8636825579205,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23581,50.7829352444908,-2.92067907802196,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23582,50.8279262522484,-2.83872991810538,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23584,50.7874343452666,-2.88153485505415,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23590,50.8324253530242,-2.92775898487043,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23592,50.834674903412,-2.94556639420267,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23599,50.8076802987575,-2.92421715994537,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23615,50.8144289499211,-2.91709123184928,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23618,50.834674903412,-2.90282469796382,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23652,50.8301758026363,-2.94556793904093,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23657,50.8504217561272,-2.86717475852967,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23672,50.7694379421635,-2.89934985092624,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23691,50.8121793995332,-2.92777365236014,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23787,50.7941829964302,-2.78543781537864,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23978,50.7671883917756,-2.86378616582762,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23992,50.816678500309,-2.82807820433077,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
23993,50.7964325468181,-2.79254712233845,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24024,50.8414235545757,-2.8743176135756,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24034,50.8211776010848,-2.80313989184484,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24037,50.7874343452666,-2.8246035304404,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24047,50.8076802987575,-2.81742467324006,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24065,50.8234271514726,-2.88859505648838,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24075,50.8054307483696,-2.81031245843669,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24083,50.8459226553515,-2.88855986398514,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24094,50.7761865933272,-2.87443940582382,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24110,50.7739370429393,-2.83175742630661,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24113,50.8189280506969,-2.84231420033088,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24124,50.7694379421635,-2.84599726861254,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24140,50.8009316475938,-2.84591937861572,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24145,50.8211776010848,-2.84943001094183,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24146,50.8481722057393,-2.87430498848459,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24167,50.8189280506969,-2.8850414827051,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24184,50.778436143715,-2.83530245921034,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24290,50.7829352444908,-2.828174577237,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24421,50.7671883917756,-2.87089950142504,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24430,50.798682097206,-2.88507465199982,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24433,50.816678500309,-2.94913300653583,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24445,50.8054307483696,-2.813872036598,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24488,50.8279262522484,-2.88146543538776,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24514,50.7941829964302,-2.8815232962406,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24519,50.8121793995332,-2.80317041787347,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24521,50.8211776010848,-2.78177522149238,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24525,50.7649388413878,-2.84600838434291,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24536,50.7671883917756,-2.87445616922376,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24540,50.8189280506969,-2.93488997880835,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24548,50.8414235545757,-2.92775246054497,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24562,50.8054307483696,-2.86370613085629,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24567,50.834674903412,-2.83871215360555,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24568,50.760439740612,-2.84957565208684,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24582,50.816678500309,-2.89216604079227,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
24594,50.8144289499211,-2.86012700984231,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
