,lat,lng,District
9994,-3.0493974,53.8553848,Blackpool (B)
9995,0.411712,52.088619,South Cambridgeshire District
9996,0.411712,52.088619,South Cambridgeshire District
9997,-1.2006304,52.9696,City of Nottingham (B)
9998,1.2083061,52.9432394,North Norfolk District
9999,-1.458049,53.450675,Sheffield District (B)
10000,-3.3901119,50.7490321,East Devon District
10001,-0.3759143,51.4516671,Richmond upon Thames London Boro
10002,-0.3380193,51.4473142,Richmond upon Thames London Boro
10003,-0.374011,51.428279,Richmond upon Thames London Boro
10004,-0.754221,51.533079,Windsor and Maidenhead (B)
10005,-0.746344,51.52156,Windsor and Maidenhead (B)
10006,-0.738392,51.533,Windsor and Maidenhead (B)
10007,-0.466186,51.429215,Spelthorne District (B)
10008,-0.754244,51.477806,Windsor and Maidenhead (B)
10009,-0.470582,51.452212,Spelthorne District (B)
10010,-0.185926,51.419215,Merton London Boro
10011,-0.479977,51.425438,Spelthorne District (B)
10012,-0.4496187,53.7147959,East Riding of Yorkshire
10013,-0.7294808,52.0857586,Milton Keynes (B)
10014,-1.3053991,51.0891919,Winchester District (B)
10015,0.0619,51.546609,Newham London Boro
10016,-2.304177,53.314502,Cheshire East (B)
10017,-3.0286656,53.7532856,Blackpool (B)
10018,-0.109051,51.369799,Croydon London Boro
10019,-0.1252919,50.9493936,Mid Sussex District
10020,-0.1124787,50.9968246,Mid Sussex District
10021,0.48298,50.847908,Rother District
10022,0.4789915,50.9168373,Rother District
10023,0.1423823,51.0466049,Wealden District
10024,0.116136,50.770713,Lewes District
10025,-0.3868068,50.811201,Worthing District (B)
10026,-0.6707491,50.7904076,Arun District
10027,-0.3879639,50.8159558,Worthing District (B)
10028,-0.4016185,50.8465119,Worthing District (B)
10029,0.6713973,51.7338759,Maldon District (B)
10030,-0.184031,51.649895,Barnet London Boro
10031,0.5760119,51.3871065,Medway (B)
10032,1.131605,51.3687901,Thanet District
10033,1.1365789,51.3705009,Thanet District
10034,1.1374612,51.3690802,Thanet District
10035,1.138711,51.369949,Thanet District
10036,-2.272413,51.728676,Cotswold District
10037,-5.092759,50.413957,Cornwall
10038,-0.11622,51.6000431,Haringey London Boro
10039,-0.258261,51.587588,Brent London Boro
10040,-0.29814,51.558382,Brent London Boro
10041,-0.2099788,51.6552788,Barnet London Boro
10042,-1.244318,52.932067,Broxtowe District (B)
10043,-2.26977,53.41124,Manchester District (B)
10044,-1.505763,54.005766,Leeds District (B)
10045,-1.5343446,53.9903495,Leeds District (B)
10046,-1.5446273,53.9984689,Leeds District (B)
10047,-1.5001844,53.9900237,Leeds District (B)
10048,-1.4676771,54.0144118,Leeds District (B)
10049,-1.5445073,53.9982797,Leeds District (B)
10050,-1.500194,54.003209,Leeds District (B)
10051,-1.6288636,54.9453414,Gateshead District (B)
10052,-1.5347376,54.0043629,Leeds District (B)
10053,-1.5396186,54.0003193,Leeds District (B)
10054,-1.5379288,53.9889702,Leeds District (B)
10055,-1.42146,52.819362,South Derbyshire District
10056,-0.3811292,50.8105373,Worthing District (B)
10057,-0.3814926,50.810537,Worthing District (B)
10058,-1.5258396,54.5453658,Darlington (B)
10059,0.2691296,50.8647416,Wealden District
10060,-2.3556885,53.3755724,Trafford District (B)
10061,0.531267,51.258636,Maidstone District (B)
10062,0.2112134,51.5791132,Havering London Boro
10063,-0.4614937,52.1405835,Bedford (B)
10064,-1.2501338,52.1733969,West Northamptonshire
10065,0.2082148,51.5700022,Havering London Boro
10066,-1.54767,53.9851515,Leeds District (B)
10067,-1.544304,53.9847613,Leeds District (B)
10068,-1.5352173,53.9790912,Leeds District (B)
10069,0.763252,52.684565,King's Lynn and West Norfolk District (B)
10070,-2.1472352,52.5881355,City of Wolverhampton District (B)
10071,-2.2691591,51.4192721,Wiltshire
10072,-2.7249672,51.2057765,Mendip District
10073,-1.0255784,50.8940439,Havant District (B)
10074,-1.8538445,53.791839,Bradford District (B)
10075,-1.852802,53.765068,Bradford District (B)
10076,-1.852802,53.765068,Bradford District (B)
10077,-1.94046,53.716117,Calderdale District (B)
10078,-1.424439,54.989909,South Tyneside District (B)
10079,-1.501276,54.966623,South Tyneside District (B)
10080,-1.423216,54.997784,South Tyneside District (B)
10081,-1.8524932,53.7919362,Bradford District (B)
10082,-1.818262,53.781544,Bradford District (B)
10083,-1.505802,54.984451,South Tyneside District (B)
10084,-1.5219529,54.5406503,Darlington (B)
10085,0.188146,51.134513,Tunbridge Wells District (B)
10086,-2.010751,55.7773009,Northumberland
10087,-4.0997025,50.4344581,South Hams District
10088,-1.4464507,53.5551858,Barnsley District (B)
10089,0.0146573,53.3751419,East Lindsey District
10090,-2.1948887,53.0700147,City of Stoke-on-Trent (B)
10091,-1.7078642,54.3602073,County Durham
10092,-3.032141,52.88695,Shropshire
10093,-0.6814234,53.6006528,North Lincolnshire (B)
10094,-4.065639,50.358761,City of Plymouth (B)
10095,-1.795208,52.536008,Birmingham District (B)
10096,-2.193638,51.257633,Wiltshire
10097,-2.1467313,53.5082873,Oldham District (B)
10098,-2.1044746,53.5356295,Oldham District (B)
10099,-2.0714305,53.5523902,Oldham District (B)
10100,-2.0587784,53.5390045,Oldham District (B)
10101,0.2680974,53.2634668,East Lindsey District
10102,-1.853815,53.791569,Bradford District (B)
10103,-0.231332,51.7674429,St. Albans District (B)
10104,-1.2919453,54.6147805,Stockton-on-Tees (B)
10105,-1.2141267,54.5218955,Middlesbrough (B)
10106,-1.4811,53.578127,Barnsley District (B)
10107,1.3600222,52.6315085,Broadland District
10108,1.2700892,52.6197814,Norwich District (B)
10109,1.3607515,52.6313798,Broadland District
10110,-1.679445,54.665152,County Durham
10111,1.2552131,52.6685856,Broadland District
10112,-0.6166758,53.6397162,North Lincolnshire (B)
10113,-0.6293545,53.615358,North Lincolnshire (B)
10114,-0.537501,53.571141,North Lincolnshire (B)
10115,-2.6815874,53.727027,South Ribble District (B)
10116,-1.3552954,53.1216124,North East Derbyshire District
10117,-1.9390004,52.4827938,Birmingham District (B)
10118,-0.707635,54.236522,Scarborough District (B)
10119,-1.132491,53.3207,Bassetlaw District
10120,-1.3615346,53.5064765,Rotherham District (B)
10121,-0.2237263,51.7588756,St. Albans District (B)
10122,-3.517523,50.477034,Torbay (B)
10123,-3.517911,50.4772948,Torbay (B)
10124,-2.296434,53.5848691,Bury District (B)
10125,-1.1632749,53.7138323,Wakefield District (B)
10126,-0.267736,51.564672,Brent London Boro
10127,0.219856,51.611688,Havering London Boro
10128,-0.152699,51.437481,Wandsworth London Boro
10129,-0.18131,51.458297,Wandsworth London Boro
10130,-0.1833624,51.4577351,Wandsworth London Boro
10131,0.088404,51.576456,Redbridge London Boro
10132,-0.218072,51.52117,Kensington and Chelsea London Boro
10133,-1.938902,52.421862,Birmingham District (B)
10134,-1.895442,52.549489,Birmingham District (B)
10135,-0.0859405,51.5808039,Haringey London Boro
10136,-0.369988,51.534359,Ealing London Boro
10137,-0.281529,51.502262,Ealing London Boro
10138,-0.3731122,51.5013287,Ealing London Boro
10139,-0.068198,51.406155,Bromley London Boro
10140,-0.170671,51.465901,Wandsworth London Boro
10141,-0.377636,51.47213,Hounslow London Boro
10142,-0.307822,51.5241,Ealing London Boro
10143,-0.168614,51.426391,Wandsworth London Boro
10144,-0.164287,51.475027,Wandsworth London Boro
10145,-1.5118967,50.934404,New Forest District
10146,-0.1971624,51.986292,North Hertfordshire District
10147,0.7012454,51.5514857,Southend-on-Sea (B)
10148,0.8331339,52.2991298,Babergh District
10149,-1.7807522,53.8156628,Bradford District (B)
10150,0.0015246,51.4449581,Lewisham London Boro
10151,-0.1459514,51.4200639,Wandsworth London Boro
10152,-1.1598858,52.9729059,City of Nottingham (B)
10153,-2.1022734,52.5177655,Dudley District (B)
10154,-2.0857818,52.4794186,Dudley District (B)
10155,-2.638018,53.4888495,Wigan District (B)
10156,-1.1076313,52.5828536,Oadby and Wigston District (B)
10157,-2.03978,52.5395317,Sandwell District (B)
10158,-1.3619339,52.541686,Hinckley and Bosworth District (B)
10159,-2.366981,51.627519,South Gloucestershire
10160,-1.1085393,52.5832021,Oadby and Wigston District (B)
10161,-1.5383629,53.582708,Barnsley District (B)
10162,-2.366981,51.627519,South Gloucestershire
10163,-2.159408,52.477095,Dudley District (B)
10164,-1.0567968,53.5363442,Doncaster District (B)
10165,-1.3606155,52.5410945,Hinckley and Bosworth District (B)
10166,0.3228735,53.1561155,East Lindsey District
10167,0.2774153,53.3102973,East Lindsey District
10168,-2.890377,53.416916,Liverpool District (B)
10169,0.00063,51.454506,Lewisham London Boro
10170,-1.547421,55.128609,Northumberland
10171,-1.691764,55.409254,Northumberland
10172,-1.598639,55.135033,Northumberland
10173,-1.6079905,55.2403252,Northumberland
10174,-0.2790231,51.5060557,Ealing London Boro
10175,-2.8667665,50.9866405,South Somerset District
10176,0.893687,51.307144,Swale District (B)
10177,0.280989,50.777471,Eastbourne District (B)
10178,-2.9093293,53.831505,Preston District (B)
10179,-0.057031,51.443264,Lewisham London Boro
10180,-0.560041,51.401352,Surrey Heath District (B)
10181,-3.954531,50.862458,West Devon District (B)
10182,-3.4951225,54.7123835,Allerdale District (B)
10183,-2.9905075,53.6509418,Sefton District (B)
10184,-0.217944,51.2399243,Reigate and Banstead District (B)
10185,-0.0892337,51.2783438,Tandridge District
10186,0.1231263,52.231398,Cambridge District (B)
10187,-2.3377477,53.4219428,Trafford District (B)
10188,-2.3150777,53.4248812,Trafford District (B)
10189,-2.337966,53.413385,Trafford District (B)
10190,-1.898425,50.727762,"Bournemouth, Christchurch and Poole"
10191,-3.557605,50.446156,Torbay (B)
10192,-1.5538952,50.7510692,New Forest District
10193,-1.8870894,50.8028245,Dorset
10194,-1.8898034,50.8315313,Dorset
10195,-3.6536022,50.7885644,Mid Devon District
10196,-3.4717892,50.5795503,Teignbridge District
10197,-3.4755318,50.5831542,Teignbridge District
10198,-4.2312698,50.772372,West Devon District (B)
10199,1.1387535,51.3590194,Thanet District
10200,-2.3782442,52.6748503,Shropshire
10201,-1.9697176,50.6100537,Dorset
10202,1.27656,51.93267,Tendring District
10203,-2.2509461,53.6933802,Rochdale District (B)
10204,-2.179514,53.648018,Rochdale District (B)
10205,-2.177505,53.659366,Rochdale District (B)
10206,-2.247046,53.59112,Rochdale District (B)
10207,0.1915684,51.5604445,Havering London Boro
10208,-1.954499,52.397227,Birmingham District (B)
10209,-0.719034,52.399888,North Northamptonshire
10210,0.0833561,52.5391794,Fenland District
10211,0.3948763,52.2497282,East Cambridgeshire District
10212,-1.980936,52.705954,Cannock Chase District
10213,0.7169543,52.2492818,Babergh District
10214,-0.187632,51.9857671,North Hertfordshire District
10215,-0.6932795,52.3053867,North Northamptonshire
10216,-1.8768288,53.7281622,Calderdale District (B)
10217,0.051852,52.457422,Fenland District
10218,0.8583805,52.8313412,North Norfolk District
10219,-1.980936,52.705954,Cannock Chase District
10220,-4.2244915,50.5120439,Cornwall
10221,-0.151167,51.416279,Merton London Boro
10222,-2.4747964,53.5900644,Bolton District (B)
10223,1.3548088,52.6290571,Broadland District
10224,-0.1293214,52.5545913,Fenland District
10225,-1.6466233,52.7899239,East Staffordshire District (B)
10226,1.1585422,51.1105418,Folkestone and Hythe District
10227,-1.118186,52.653325,City of Leicester (B)
10228,-1.0778726,52.9696643,Gedling District (B)
10229,-2.6464,53.4328924,Warrington (B)
10230,-1.5913712,53.4802951,Sheffield District (B)
10231,-0.7498452,51.1215675,Waverley District (B)
10232,-2.218552,51.316665,Wiltshire
10233,-0.7912232,51.5355072,Windsor and Maidenhead (B)
10234,-4.1976151,50.3763532,Cornwall
10235,-4.0949988,50.362022,City of Plymouth (B)
10236,-4.0874292,50.3654321,City of Plymouth (B)
10237,-3.6099893,50.5333289,Teignbridge District
10238,-4.0474569,50.3874234,City of Plymouth (B)
10239,-2.037788,52.594997,Walsall District (B)
10240,-2.000385,52.628654,Walsall District (B)
10241,-1.930919,52.647315,Walsall District (B)
10242,-1.957244,52.608768,Walsall District (B)
10243,-1.947945,52.610412,Walsall District (B)
10244,-0.151167,51.416279,Merton London Boro
10245,-1.951103,53.828643,Bradford District (B)
10246,1.34258,51.95642,East Suffolk District
10247,-0.0706575,51.6281058,Haringey London Boro
10248,-0.179947,51.46083,Wandsworth London Boro
10249,-2.1495164,52.4648632,Dudley District (B)
10250,-2.157127,52.483423,Dudley District (B)
10251,-1.9382217,52.088888,Cotswold District
10252,-1.1184012,51.2823786,Basingstoke and Deane District (B)
10253,-2.1431645,52.2660478,Bromsgrove District
10254,-3.0329669,53.4241902,Wirral District (B)
10255,-2.994009,53.446991,Sefton District (B)
10256,-2.949695,53.390839,Liverpool District (B)
10257,-2.919332,53.359293,Liverpool District (B)
10258,-2.949695,53.390839,Liverpool District (B)
10259,-2.949695,53.390839,Liverpool District (B)
10260,-2.9196236,53.3979346,Liverpool District (B)
10261,-1.1637078,52.2544068,West Northamptonshire
10262,-2.964126,51.321127,North Somerset
10263,-2.498229,51.409833,Bath and North East Somerset
10264,-2.0799737,52.4351649,Dudley District (B)
10265,-0.293125,51.574405,Brent London Boro
10266,0.2208311,51.557137,Havering London Boro
10267,0.403987,51.049861,Rother District
10268,-2.9568609,53.4300648,Liverpool District (B)
10269,-2.97182,53.434627,Liverpool District (B)
10270,-3.03166,53.4284534,Wirral District (B)
10271,-1.821716,52.393623,Solihull District (B)
10272,-3.0449333,53.833645,Blackpool (B)
10273,0.1260344,53.0395158,Boston District (B)
10274,-0.5554912,53.232613,Lincoln District (B)
10275,-0.9335286,53.3274771,Bassetlaw District
10276,-2.2428713,52.1876927,County of Herefordshire
10277,-2.2425645,52.1877473,County of Herefordshire
10278,-1.5423878,53.5820699,Barnsley District (B)
10279,-2.150967,52.9040509,City of Stoke-on-Trent (B)
10280,-0.5665911,51.7508065,Dacorum District (B)
10281,-0.2271296,51.8036714,St. Albans District (B)
10282,-0.672782,51.7902409,Dacorum District (B)
10283,0.0029115,51.788908,East Hertfordshire District
10284,-0.3977249,51.7939448,St. Albans District (B)
10285,-0.7303717,52.3930461,North Northamptonshire
10286,-0.9685086,51.478618,Reading (B)
10287,-0.7977836,51.8067924,Buckinghamshire
10288,-0.3033617,51.7844204,St. Albans District (B)
10289,-1.5696203,54.9730451,Newcastle upon Tyne District (B)
10290,-2.1113329,53.078404,Staffordshire Moorlands District
10291,-3.0145678,53.9251456,Blackpool (B)
10292,-2.7263534,52.8593686,Shropshire
10293,-2.999141,52.876363,Shropshire
10294,-2.78259,52.867084,Shropshire
10295,-3.523798,54.6474947,Allerdale District (B)
10296,-3.5563419,54.6291682,Allerdale District (B)
10297,0.659749,51.568912,Southend-on-Sea (B)
10298,-2.3473323,53.765784,Burnley District (B)
10299,-2.2476979,52.1350075,County of Herefordshire
10300,-5.4292246,50.1185033,Cornwall
10301,-4.97637,50.1800517,Cornwall
10302,0.7007268,51.5544137,Southend-on-Sea (B)
10303,-1.065446,53.5533198,Doncaster District (B)
10304,-0.4026238,51.7032563,Three Rivers District
10305,-0.4081857,51.7027114,Three Rivers District
10306,-0.1972542,51.8159408,East Hertfordshire District
10307,-0.2111484,51.9156398,Stevenage District (B)
10308,0.6858454,52.6452327,King's Lynn and West Norfolk District (B)
10309,-0.0156016,51.7602398,Broxbourne District (B)
10310,-0.460707,51.536088,Buckinghamshire
10311,-0.47098,51.519551,Buckinghamshire
10312,-0.440764,51.522913,Ealing London Boro
10313,-0.438667,51.518639,Ealing London Boro
10314,-0.416654,51.505854,Ealing London Boro
10315,-0.467035,51.518996,Buckinghamshire
10316,-0.3851072,51.4642538,Hounslow London Boro
10317,0.171595,52.659994,Fenland District
10318,-3.0142792,53.6358803,Sefton District (B)
10319,-0.20193,51.523785,City of Westminster London Boro
10320,-0.20193,51.523785,City of Westminster London Boro
10321,-0.195309,51.5223237,City of Westminster London Boro
10322,-0.200195,51.523064,City of Westminster London Boro
10323,-0.196404,51.523069,City of Westminster London Boro
10324,-0.199153,51.526106,City of Westminster London Boro
10325,1.370922,51.385773,Thanet District
10326,-3.038953,53.815513,Blackpool (B)
10327,-2.5026653,51.8243391,County of Herefordshire
10328,-2.2086819,53.5225586,Manchester District (B)
10329,-2.9152676,53.4171054,Liverpool District (B)
10330,-2.9030697,53.5570632,Sefton District (B)
10331,-2.8087594,53.6350306,South Ribble District (B)
10332,-1.7074005,55.4090859,Northumberland
10333,-1.901669,50.721056,"Bournemouth, Christchurch and Poole"
10334,0.465993,51.774654,Braintree District
10335,0.538075,51.698285,Maldon District (B)
10336,0.589807,51.708508,Maldon District (B)
10337,-3.485355,51.206281,Somerset West and Taunton District
10338,-1.7445388,52.4593337,Solihull District (B)
10339,-1.3889251,52.2462659,Warwick District
10340,1.3049072,52.9259359,North Norfolk District
10341,-1.5250742,54.1308083,Leeds District (B)
10342,1.4346388,51.3714266,Thanet District
10343,0.4830868,50.8469277,Rother District
10344,-3.1931935,51.0575639,Somerset West and Taunton District
10345,-0.0731574,52.3267945,Huntingdonshire District
10346,-0.781505,51.342474,Bracknell Forest (B)
10347,-0.7294177,51.5125362,Windsor and Maidenhead (B)
10348,-0.3352711,51.3859379,Elmbridge District (B)
10349,-0.2133407,51.5600326,Barnet London Boro
10350,-0.0551821,51.612923,Haringey London Boro
10351,-0.11506,51.427062,Lambeth London Boro
10352,-0.406958,53.140435,North Kesteven District
10353,0.0030051,51.5904523,Waltham Forest London Boro
10354,0.080718,52.548559,Fenland District
10355,-0.624439,52.286237,North Northamptonshire
10356,-2.953917,53.382609,Liverpool District (B)
10357,-2.901405,53.381344,Liverpool District (B)
10358,-1.072589,52.642099,City of Leicester (B)
10359,1.144499,52.036477,Ipswich District (B)
10360,-1.085262,52.674705,Charnwood District (B)
10361,-1.580798,53.480004,Sheffield District (B)
10362,-1.989591,53.368534,High Peak District (B)
10363,-1.201977,52.989476,City of Nottingham (B)
10364,-0.624439,52.286237,North Northamptonshire
10365,-0.1872886,51.6183167,Barnet London Boro
10366,-2.9093293,53.831505,Preston District (B)
10367,-0.207433,54.094444,East Riding of Yorkshire
10368,-2.975565,51.354048,North Somerset
10369,-2.976741,51.35289,North Somerset
10370,0.0033607,51.4458081,Lewisham London Boro
10371,-0.4615018,52.146284,Bedford (B)
10372,-0.0731496,51.5900817,Haringey London Boro
10373,-5.6805475,50.1211724,Cornwall
10374,-3.0488735,53.8478122,Blackpool (B)
10375,-1.82187,52.530595,Birmingham District (B)
10376,-2.6644684,53.6794673,South Ribble District (B)
10377,-0.9614793,53.6156484,Doncaster District (B)
10378,-1.487025,53.3743628,Sheffield District (B)
10379,-0.125292,50.949394,Mid Sussex District
10380,-2.979444,51.340671,North Somerset
10381,-2.4002258,52.3690119,Wyre Forest District
10382,-2.251704,53.043932,Newcastle-under-Lyme District (B)
10383,-1.3401797,51.0752395,Winchester District (B)
10384,-3.044579,53.808567,Blackpool (B)
10385,-0.6045028,51.5417886,Buckinghamshire
10386,-0.2122317,51.3996554,Merton London Boro
10387,0.908924,51.233612,Ashford District (B)
10388,-0.10706,51.381088,Croydon London Boro
10389,0.681885,51.240873,Maidstone District (B)
10390,1.1743159,51.0815223,Folkestone and Hythe District
10391,0.681885,51.240873,Maidstone District (B)
10392,-0.5160616,51.6463775,Three Rivers District
10393,-0.4262287,52.000246,Central Bedfordshire
10394,-2.0107631,52.5366252,Sandwell District (B)
10395,0.0196496,51.1624385,Tandridge District
10396,0.3123151,51.4999154,Thurrock (B)
10397,-0.233186,51.3666017,Epsom and Ewell District (B)
10398,-0.5981825,52.2991986,North Northamptonshire
10399,-1.0817,52.6492,City of Leicester (B)
10400,-1.434356,53.246826,North East Derbyshire District
10401,-1.4905542,52.9115193,City of Derby (B)
10402,-1.2807535,52.5359346,Blaby District
10403,0.5002648,51.3818859,Medway (B)
10404,0.548289,51.376327,Medway (B)
10405,0.548289,51.376327,Medway (B)
10406,0.548289,51.376327,Medway (B)
10407,0.550978,51.380738,Medway (B)
10408,0.6526275,51.3551398,Swale District (B)
10409,0.3596374,51.4378269,Gravesham District (B)
10410,0.6022384,51.364898,Medway (B)
10411,0.5009454,51.3838229,Medway (B)
10412,-1.4048028,52.9137906,City of Derby (B)
10413,-1.179437,52.909253,City of Nottingham (B)
10414,-1.179437,52.909253,City of Nottingham (B)
10415,-1.409328,52.920695,City of Derby (B)
10416,-1.457829,52.926706,City of Derby (B)
10417,-1.2118753,53.4209192,Rotherham District (B)
10418,-2.262509,53.458462,Manchester District (B)
10419,0.1694732,51.8691772,East Hertfordshire District
10420,-0.5930871,52.3123637,North Northamptonshire
10421,1.2026159,51.8055322,Tendring District
10422,-2.250419,53.4231827,Manchester District (B)
10423,0.0261793,51.4154428,Bromley London Boro
10424,0.429678,51.7255,Brentwood District (B)
10425,-4.1006446,50.6845935,West Devon District (B)
10426,0.7116817,52.0587692,Babergh District
10427,-0.1222171,52.5548025,Fenland District
10428,0.229225,51.603567,Havering London Boro
10429,-1.598756,55.135869,Northumberland
10430,-0.1310827,51.5707406,Islington London Boro
10431,-0.504579,51.659738,Three Rivers District
10432,-0.8982073,52.1953255,West Northamptonshire
10433,-0.7551131,51.3319725,Surrey Heath District (B)
10434,-1.4986806,52.3142454,Warwick District
10435,0.2500736,51.5398272,Havering London Boro
10436,-2.7399684,53.7821201,Preston District (B)
10437,0.4057245,51.0027066,Rother District
10438,-1.912061,52.468683,Birmingham District (B)
10439,0.1857127,51.2753584,Sevenoaks District
10440,-0.2606136,51.3308619,Epsom and Ewell District (B)
10441,0.754289,52.4098266,King's Lynn and West Norfolk District (B)
10442,-1.1075795,53.3231347,Bassetlaw District
10443,0.5087975,51.365515,Medway (B)
10444,-3.032655,53.810768,Blackpool (B)
10445,-1.4378392,54.9689482,South Tyneside District (B)
10446,-2.1798837,51.1958989,Wiltshire
10447,1.1858271,52.5959445,Norwich District (B)
10448,0.252601,52.6657556,King's Lynn and West Norfolk District (B)
10449,-2.2847209,52.39113,Wyre Forest District
10450,-1.253756,53.82201,Leeds District (B)
10451,-2.0656689,52.9115271,Staffordshire Moorlands District
10452,-1.576294,54.953392,Gateshead District (B)
10453,0.270832,52.218843,East Cambridgeshire District
10454,0.270832,52.218843,East Cambridgeshire District
10455,-2.2847209,52.39113,Wyre Forest District
10456,-0.1322734,51.6370695,Barnet London Boro
10457,-1.535953,54.528671,Darlington (B)
10458,-1.942477,51.7246803,Cotswold District
10459,-2.7009352,53.1661474,Cheshire West and Chester (B)
10460,-5.0658905,50.2723207,Cornwall
10461,-4.3592143,50.6270906,Cornwall
10462,-0.2561388,50.8344884,Adur District
10463,-2.97163,54.894714,Allerdale District (B)
10464,-2.97163,54.894714,Allerdale District (B)
10465,-3.0457656,53.8146004,Blackpool (B)
10466,0.3448652,51.6356398,Brentwood District (B)
10467,-0.4336732,53.8274005,East Riding of Yorkshire
10468,-0.2751665,52.5511419,City of Peterborough (B)
10469,-0.3075241,51.451617,Richmond upon Thames London Boro
10470,-3.5344873,50.698929,Exeter District (B)
10471,-1.7825202,54.9285762,Gateshead District (B)
10472,-1.433414,54.926147,Sunderland District (B)
10473,-0.577911,54.459142,Scarborough District (B)
10474,-2.2671964,53.5958905,Bury District (B)
10475,-0.2036848,51.5671586,Barnet London Boro
10476,-0.2129599,54.0768723,East Riding of Yorkshire
10477,-2.0777069,53.4035081,Stockport District (B)
10478,-0.7861463,50.8360634,Chichester District
10479,-1.598756,55.135869,Northumberland
10480,-1.4873652,51.8101709,West Oxfordshire District
10481,-1.7744146,51.0650492,Wiltshire
10482,-2.2632623,51.7559666,Gloucester District (B)
10483,-3.5144837,50.4683998,Torbay (B)
10484,-1.4444482,54.3462245,Darlington (B)
10485,-1.1104726,53.9776425,York (B)
10486,0.6841208,51.3492669,Swale District (B)
10487,-0.6590495,52.9173843,Melton District (B)
10488,-1.5575651,54.5434279,Darlington (B)
10489,-2.7547305,52.718411,Shropshire
10490,1.7169659,52.4973461,East Suffolk District
10491,-1.2737154,52.3608796,Rugby District (B)
10492,-1.2818164,51.7150475,Vale of White Horse District
10493,-3.5391846,54.6383843,Allerdale District (B)
10494,0.1522732,51.5355613,Barking and Dagenham London Boro
10495,0.021795,51.6918385,Epping Forest District
10496,-2.164252,53.286112,Cheshire East (B)
10497,-0.202589,51.4222951,Merton London Boro
10498,-0.277039,50.929428,Mid Sussex District
10499,-0.2211727,51.2420148,Reigate and Banstead District (B)
10500,-0.7776588,54.1368838,East Riding of Yorkshire
10501,0.1735781,52.6779044,King's Lynn and West Norfolk District (B)
10502,-1.5317137,51.2146591,Wiltshire
10503,-0.7583283,51.6273928,Buckinghamshire
10504,-2.695381,53.792256,Preston District (B)
10505,-2.695381,53.792256,Preston District (B)
10506,-1.599482,54.929747,Gateshead District (B)
10507,-1.2922972,54.5927015,Stockton-on-Tees (B)
10508,-0.123005,51.622498,Barnet London Boro
10509,-1.570445,51.9403058,West Oxfordshire District
10510,1.3404337,52.6415513,Norwich District (B)
10511,-0.1635088,51.1699813,Reigate and Banstead District (B)
10512,1.2525625,52.0622217,East Suffolk District
10513,-2.4951246,51.2993942,Bath and North East Somerset
10514,-0.7414691,52.0278012,Milton Keynes (B)
10515,-2.1216989,53.3337852,Cheshire East (B)
10516,-1.5754337,54.8794224,County Durham
10517,-2.07224,53.389968,Stockport District (B)
10518,-1.100724,51.2624437,Basingstoke and Deane District (B)
10519,1.3804187,52.6638541,Broadland District
10520,-0.468762,51.4463881,Spelthorne District (B)
10521,0.1255926,51.7030152,Epping Forest District
10522,0.8932243,51.1450288,Ashford District (B)
10523,-0.3337561,51.471332,Hounslow London Boro
10524,-0.9099548,51.4273921,Wokingham (B)
10525,-2.1440492,51.8708624,Tewkesbury District (B)
10526,-1.5097709,54.9731818,South Tyneside District (B)
10527,-2.7014017,53.1654456,Cheshire West and Chester (B)
10528,-0.2876656,51.564929,Brent London Boro
10529,-2.4832132,53.3799876,Warrington (B)
10530,-0.364447,51.64422,Hertsmere District (B)
10531,-3.1634799,53.3594098,Wirral District (B)
10532,-0.307088,53.788619,City of Kingston upon Hull (B)
10533,-0.307088,53.788619,City of Kingston upon Hull (B)
10534,-0.3136455,53.7852234,City of Kingston upon Hull (B)
10535,-1.2849607,52.0875643,West Northamptonshire
10536,-0.5378834,51.5988062,Buckinghamshire
10537,-1.3710405,50.9902459,Eastleigh District (B)
10538,-0.5502126,52.6343419,Rutland
10539,-1.8524628,52.2133531,Bromsgrove District
10540,-2.8152687,54.0459344,Lancaster District (B)
10541,-1.571387,54.925579,Gateshead District (B)
10542,-1.0915616,51.2738447,Basingstoke and Deane District (B)
10543,-0.916005,53.992845,East Riding of Yorkshire
10544,-1.5807752,55.1827698,Northumberland
10545,-0.0099282,51.2647201,Tandridge District
10546,-0.0824894,51.3748165,Croydon London Boro
10547,-1.9429094,53.9666198,Bradford District (B)
10548,-2.7977968,52.5382328,Shropshire
10549,-1.3330388,54.7540669,County Durham
10550,-3.1337577,51.017135,Somerset West and Taunton District
10551,-1.0432447,53.9583861,York (B)
10552,-2.7667755,52.7122945,Shropshire
10553,-2.0777069,53.4035081,Stockport District (B)
10554,-1.2807883,50.712103,Isle of Wight
10555,1.3213519,52.6576113,Broadland District
10556,-1.9136454,51.6063204,Wiltshire
10557,-1.4683817,53.9950463,Leeds District (B)
10558,-2.0104349,54.070562,Bradford District (B)
10559,-0.5550076,52.6040666,Rutland
10560,-4.1536558,51.1069318,North Devon District
10561,-1.2792132,50.7067516,Isle of Wight
10562,-1.509932,54.9021453,Sunderland District (B)
10563,-0.2627727,52.617691,City of Peterborough (B)
10564,-2.6638157,50.9494739,South Somerset District
10565,-0.8475812,51.4121477,Wokingham (B)
10566,-0.6603007,50.8551277,Arun District
10567,0.017934,51.544856,Newham London Boro
10568,-0.3189474,51.085143,Mole Valley District
10569,-2.6189642,53.3993039,Warrington (B)
